#Query ID	#Subject	#Subject accession	#Subject Taxonomy ID	#Identity percentage	#Coverage	#evalue	#bitscore	#Source	#Taxonomy
Otu1	Tachypleus gigas voucher AKB129 cytochrome oxidase subunit I (COX1) gene, partial cds; mitochondrial	JF896111	6852	72.241	96	1.66e-36	158	Genbank	Eukaryota / Arthropoda / Merostomata / Xiphosura / Limulidae / Tachypleus / Tachypleus gigas
Otu1	Polypedilum sp. BIOUG27455-B02 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF717177	2256957	73.022	89	5.80e-36	156	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Chironomidae / Polypedilum / Polypedilum sp. BIOUG27455-B02
Otu1	Polypedilum sp. BIOUG27454-H07 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF725266	2258610	73.022	89	5.80e-36	156	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Chironomidae / Polypedilum / Polypedilum sp. BIOUG27454-H07
Otu1	Polypedilum sp. BIOUG27454-G01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF724946	2258550	73.022	89	5.80e-36	156	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Chironomidae / Polypedilum / Polypedilum sp. BIOUG27454-G01
Otu3	Chaetopterus variopedatus mitochondrial partial mRNA for Cytochrome Oxidase I (COI gene), clone CvNo-Uk	AM503096	34590	82.680	99	3.42e-83	313	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Chaetopteridae / Chaetopterus / Chaetopterus variopedatus
Otu3	Chaetopterus sp. 6 JM-2017 voucher UF:4678 cytochrome c oxidase subunit 1 gene, partial cds; mitochondrial	KX896505	2025178	82.353	99	4.16e-82	309	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Chaetopteridae / Chaetopterus / Chaetopterus sp. 6 JM-2017
Otu3	Chaetopterus cf. longipes JM-2017 voucher SIO-BIC A3625 cytochrome c oxidase subunit 1 gene, partial cds; mitochondrial	KX896502	2025190	81.759	99	6.18e-80	302	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Chaetopteridae / Chaetopterus / Chaetopterus cf. longipes JM-2017
Otu3	Chaetopterus sp. 3 JM-2017 voucher UF:4673 cytochrome c oxidase subunit 1 gene, partial cds; mitochondrial	KX896508	2025175	81.699	99	2.16e-79	300	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Chaetopteridae / Chaetopterus / Chaetopterus sp. 3 JM-2017
Otu3	Chaetopterus sp. KP-2005 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	DQ087501	335491	81.699	99	2.16e-79	300	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Chaetopteridae / Chaetopterus / Chaetopterus sp. KP-2005
Otu3	Chaetopterus sp. 1 KJO-2005 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	DQ209252	352255	80.795	97	1.66e-74	284	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Chaetopteridae / Chaetopterus / Chaetopterus sp. 1 KJO-2005
Otu3	Chaetopterus cf. cautus JM-2017 voucher UF:4676 cytochrome c oxidase subunit 1 gene, partial cds; mitochondrial	KX896511	2025189	80.392	99	5.79e-74	282	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Chaetopteridae / Chaetopterus / Chaetopterus cf. cautus JM-2017
Otu3	Chaetopterus sp. 7 JM-2017 cytochrome c oxidase subunit 1 gene, partial cds; mitochondrial	KX896506	2025179	80.259	99	5.79e-74	282	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Chaetopteridae / Chaetopterus / Chaetopterus sp. 7 JM-2017
Otu3	Chaetopterus sp. 2 KJO-2005 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	DQ209255	352264	80.528	98	2.02e-73	280	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Chaetopteridae / Chaetopterus / Chaetopterus sp. 2 KJO-2005
Otu3	Polychaeta sp. KSA_P15 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	MH339405	2230367	79.935	99	7.05e-73	279	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / unknown family / unknown genus / Polychaeta sp. KSA_P15
Otu3	Lipomerinae sp. G15 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	EF682297	471324	80.464	97	7.05e-73	279	Genbank	Eukaryota / Arthropoda / Malacostraca / Isopoda / Munnopsidae / unknown genus / Lipomerinae sp. G15
Otu3	Chaetopterus sp. 5 JM-2017 voucher UF:4675 cytochrome c oxidase subunit 1 gene, partial cds; mitochondrial	KX896510	2025177	79.545	99	1.05e-70	271	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Chaetopteridae / Chaetopterus / Chaetopterus sp. 5 JM-2017
Otu3	Scolelepis acuta voucher Su13BW45 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KR914683	1762844	79.355	100	1.05e-70	271	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Spionidae / Scolelepis / Scolelepis acuta
Otu3	Paleoacanthoscelides gilvus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	AY390670	256929	79.355	100	1.05e-70	271	Genbank	Eukaryota / Arthropoda / Insecta / Coleoptera / Chrysomelidae / Paleoacanthoscelides / Paleoacanthoscelides gilvus
Otu3	Chaetopterus cf. appendiculatus YD-2017 isolate X14 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KY124465	1940139	80.066	97	3.65e-70	269	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Chaetopteridae / Chaetopterus / Chaetopterus cf. appendiculatus YD-2017
Otu3	Chaetopterus sp. 4 JM-2017 voucher UF:4674 cytochrome c oxidase subunit 1 gene, partial cds; mitochondrial	KX896509	2025176	79.221	99	1.27e-69	268	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Chaetopteridae / Chaetopterus / Chaetopterus sp. 4 JM-2017
Otu3	Sperchonopsis sp. SPs mitochondrial cox1 gene for cytochrome c oxidase subunit I, partial cds	AB530315	687254	79.538	98	1.27e-69	268	Genbank	Eukaryota / Arthropoda / Arachnida / Trombidiformes / Sperchontidae / Sperchonopsis / Sperchonopsis sp. SPs
Otu3	Chaetopterus cf. longipes JM-2017 voucher UF:1697 cytochrome c oxidase subunit 1 gene, partial cds; mitochondrial	KX896515	2025190	79.344	98	4.45e-69	266	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Chaetopteridae / Chaetopterus / Chaetopterus cf. longipes JM-2017
Otu3	Chaetopterus cf. longipes JM-2017 voucher SIO-BIC A2831 cytochrome c oxidase subunit 1 gene, partial cds; mitochondrial	KX896491	2025190	79.344	98	4.45e-69	266	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Chaetopteridae / Chaetopterus / Chaetopterus cf. longipes JM-2017
Otu3	Chaetopterus cf. appendiculatus YD-2017 isolate X80 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KY124468	1940139	79.734	97	4.45e-69	266	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Chaetopteridae / Chaetopterus / Chaetopterus cf. appendiculatus YD-2017
Otu3	Chaetopterus cf. appendiculatus YD-2017 isolate X77 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KY124467	1940139	79.734	97	4.45e-69	266	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Chaetopteridae / Chaetopterus / Chaetopterus cf. appendiculatus YD-2017
Otu3	Chaetopterus cf. appendiculatus YD-2017 isolate X76 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KY124466	1940139	79.734	97	4.45e-69	266	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Chaetopteridae / Chaetopterus / Chaetopterus cf. appendiculatus YD-2017
Otu3	Scolelepis acuta voucher Su13BW43 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KR914690	1762844	79.032	100	4.45e-69	266	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Spionidae / Scolelepis / Scolelepis acuta
Otu3	Scolelepis acuta voucher Su13BW40 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KR914682	1762844	79.032	100	4.45e-69	266	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Spionidae / Scolelepis / Scolelepis acuta
Otu3	Chaetopterus sarsi cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	DQ209254	352263	79.667	97	4.45e-69	266	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Chaetopteridae / Chaetopterus / Chaetopterus sarsii
Otu3	Scolelepis acuta voucher Su13BW49 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KR914686	1762844	78.964	99	1.55e-68	264	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Spionidae / Scolelepis / Scolelepis acuta
Otu3	Scolelepis acuta voucher Su13BW44 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KR911912	1762844	78.964	99	1.55e-68	264	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Spionidae / Scolelepis / Scolelepis acuta
Otu3	Chaetopterus variopedatus voucher 11BIOAK-1581 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121353	34590	78.641	99	1.89e-67	260	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Chaetopteridae / Chaetopterus / Chaetopterus variopedatus
Otu3	Chaetopterus variopedatus voucher 11BIOAK-0817 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF120993	34590	78.641	99	1.89e-67	260	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Chaetopteridae / Chaetopterus / Chaetopterus variopedatus
Otu3	Diptera sp. BOLD:AAF9058 voucher BIOUG<CAN>:09BBTEC-089 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HM416332	819360	79.592	95	1.89e-67	260	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / unknown family / unknown genus / Diptera sp. BOLD:AAF9058
Otu3	Simulium intermedium voucher SintLatC-005 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KP861027	502684	80.000	95	6.60e-67	259	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Simuliidae / Simulium / Simulium intermedium
Otu3	Tanytarsus mendax voucher CHIR_CH14 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KT613595	288806	80.851	91	6.60e-67	259	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Chironomidae / Tanytarsus / Tanytarsus mendax
Otu3	Scolelepis acuta voucher Su13BW42 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KR911911	1762844	78.502	99	2.30e-66	257	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Spionidae / Scolelepis / Scolelepis acuta
Otu3	Simulium intermedium isolate SC0142_E2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	MG599014	502684	79.661	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Simuliidae / Simulium / Simulium intermedium
Otu3	Simulium intermedium isolate G_BA24 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF458824	502684	79.661	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Simuliidae / Simulium / Simulium intermedium
Otu3	Psychodidae sp. BIOUG02195-G04 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KY846748	2002009	79.661	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Psychodidae / unknown genus / Psychodidae sp. BIOUG02195-G04
Otu3	Psychodidae sp. BIOUG02131-D09 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KY846690	2002008	79.661	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Psychodidae / unknown genus / Psychodidae sp. BIOUG02131-D09
Otu3	Simulium kiritshenkoi isolate TR-ESikri2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	KX673596	1419336	79.661	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Simuliidae / Simulium / Simulium kiritshenkoi
Otu3	Simulium saxosum isolate sax5 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KM497612	390679	79.661	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Simuliidae / Simulium / Simulium saxosum
Otu3	Simulium apricarium isolate apr5 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KM497532	390680	79.661	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Simuliidae / Simulium / Simulium apricarium
Otu3	Simulium ornatum voucher SornHole-002 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KP861030	304233	79.661	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Simuliidae / Simulium / Simulium ornatum
Otu3	Simulium intermedium voucher SintLatC-002 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KP861026	502684	79.661	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Simuliidae / Simulium / Simulium intermedium
Otu3	Simulium intermedium voucher SintHDam-004 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KP861022	502684	79.661	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Simuliidae / Simulium / Simulium intermedium
Otu3	Tanytarsus mendax voucher CHIR_CH7 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KT613839	288806	79.661	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Chironomidae / Tanytarsus / Tanytarsus mendax
Otu3	Phortica shillongensis voucher DIP124266 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KJ130859	1477563	79.661	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Drosophilidae / Phortica / Phortica shillongensis
Otu3	Simulium arcticum sensu lato BL9_3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KJ662839	1513937	79.661	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Simuliidae / Simulium / Simulium arcticum sensu lato BL9_3
Otu3	Simulium arcticum isolate LBarc9 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KJ662771	390676	79.661	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Simuliidae / Simulium / Simulium arcticum
Otu3	Simulium arcticum isolate LBarc2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KJ662765	390676	79.661	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Simuliidae / Simulium / Simulium arcticum
Otu3	Simulium arcticum sensu lato RC9_7 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	KJ662738	1513998	79.661	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Simuliidae / Simulium / Simulium arcticum sensu lato RC9_7
Otu3	Talitropsis sedilloti isolate CW5 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409954	153205	79.252	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate CW358.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409952	153205	79.252	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate CW209.2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409948	153205	79.252	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate CW428 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409941	153205	79.252	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate CW128 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409940	153205	79.252	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate Tsed23 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409939	153205	79.252	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate CW457 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409936	153205	79.252	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate CW355 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409930	153205	79.252	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate CW29 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409921	153205	79.252	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate CW23 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409920	153205	79.252	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate CW21 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409919	153205	79.252	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate CW207 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409915	153205	79.252	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate CW47.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409906	153205	79.252	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate CW48.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409905	153205	79.252	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Diptera sp. BOLD:AAA3774 voucher BIOUG<CAN>:10PROBE-11766 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	JF875992	916631	79.661	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / unknown family / unknown genus / Diptera sp. BOLD:AAA3774
Otu3	Diptera sp. BOLD:AAF9058 voucher BIOUG<CAN>:09BBTEC-136 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HM416374	819360	79.252	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / unknown family / unknown genus / Diptera sp. BOLD:AAF9058
Otu3	Tanytarsus telmaticus voucher NO36 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU073220	684734	79.661	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Diptera / Chironomidae / Tanytarsus / Tanytarsus telmaticus
Otu3	Talitropsis sedilloti isolate s7 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product	AF320687	153205	79.252	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate s4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product	AF320682	153205	79.252	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate s3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product	AF320681	153205	79.252	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate s2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product	AF320680	153205	79.252	95	8.04e-66	255	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Cerambycidae sp. TX13_14.01 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KY357685	1929678	78.667	97	2.81e-65	253	Genbank	Eukaryota / Arthropoda / Insecta / Coleoptera / Cerambycidae / unknown genus / Cerambycidae sp. TX13_14.01
